split,image_id,object_index,object_id,class_name,class_id,difficult,polygon_area_px,bbox_width_px,bbox_height_px,oriented_long_side_px,oriented_short_side_px,orientation_abs_deg,x1,y1,x2,y2,x3,y3,x4,y4,image_width,image_height,image_source,gsd,relative_area_image,aspect_ratio,tile_id,label_index,tile_x,tile_y,tile_size,retained_fraction,clipped_polygon_area_px,tile_x1,tile_y1,tile_x2,tile_y2,tile_x3,tile_y3,tile_x4,tile_y4,tile_instances_for_object,matched_iou,matched_confidence,matched_prediction_index,edge_margin_px,edge_margin_normalized,center_margin_normalized,relative_area_tile,log_aspect_ratio,tile_object_count,is_negative_tile,very_small,detected_iou40,detected_iou50,detected_iou60,size_group,orientation_group,small_area_threshold_train_q25,propensity_score,predicted_outcome_control,predicted_outcome_treated,aipw_score,cate_g_computation,cate_effect_forest,cate_quartile
val,P0420,20,val:P0420:20,small-vehicle,10,0,264.0,13.0,23.0,22.022714614868164,11.045360565185549,87.3974377975002,896.0,863.0,909.0,864.0,908.0,886.0,897.0,885.0,1620,1118,GoogleEarth,0.254614338275,0.0001457629364606,1.9938429791312309,P0420__x596_y0,10,596,0,1024,1.0,264.0,300.0,863.0,313.0,864.0,312.0,886.0,301.0,885.0,3,0.0,0.0,-1,138.0,0.134765625,0.14599609375,0.0002517700195312,1.0965578394421909,13,False,1,0,0,0,tres petit,75-90,0.0005035400390625,0.5801388686139604,0.5327887158345397,0.1549729044874871,-0.6449465155140408,-0.3778158113470525,-0.6912592836191421,Q1
val,P0420,21,val:P0420:21,small-vehicle,10,0,183.5,11.0,21.0,19.10497283935547,9.219544410705566,86.98721249581666,894.0,893.0,903.0,895.0,902.0,914.0,892.0,912.0,1620,1118,GoogleEarth,0.254614338275,0.0001013162834868,2.0722252627983573,P0420__x0_y94,11,0,94,1024,1.0,183.5,894.0,799.0,903.0,801.0,902.0,820.0,892.0,818.0,3,0.0,0.0,-1,121.0,0.1181640625,0.123291015625,0.0001749992370605,1.1224021403309192,15,False,1,0,0,0,tres petit,75-90,0.0005035400390625,0.5859361176058858,0.5636375225875258,0.1546722917508671,-0.6729398982165304,-0.4089652308366586,-0.7037273939335787,Q1
val,P0420,22,val:P0420:22,small-vehicle,10,0,375.0,15.0,30.0,30.149627685546875,12.0,84.28940686250036,703.0,1056.0,716.0,1056.0,713.0,1086.0,701.0,1086.0,1620,1118,GoogleEarth,0.254614338275,0.0002070496256542,2.5124689737955728,P0420__x0_y94,12,0,94,1024,1.0,375.0,703.0,962.0,716.0,962.0,713.0,992.0,701.0,992.0,1,0.0,0.0,-1,32.0,0.03125,0.0458984375,0.0003576278686523,1.2563192015377411,15,False,1,0,0,0,tres petit,75-90,0.0005035400390625,0.5653621421698014,0.514604294123381,0.1445866081128617,-0.625759267075628,-0.3700176860105193,-0.5365108121841242,Q1
val,P0420,23,val:P0420:23,ship,1,0,311.0,28.0,25.0,25.80697631835937,11.40175437927246,35.537677791974374,850.0,853.0,858.0,863.0,837.0,878.0,830.0,869.0,1620,1118,GoogleEarth,0.254614338275,0.0001717131562092,2.2634215279426235,P0420__x0_y94,13,0,94,1024,1.0,311.0,850.0,759.0,858.0,769.0,837.0,784.0,830.0,775.0,3,0.0,0.0,-1,166.0,0.162109375,0.176025390625,0.0002965927124023,1.182776193436375,15,False,1,0,0,0,tres petit,30-45,0.0005035400390625,0.3790700738183316,0.2914137795941564,0.2164214639449665,-0.6459196425282988,-0.0749923156491899,-0.30899314061666894,Q2
val,P0420,24,val:P0420:24,swimming-pool,14,0,815.0,30.0,44.0,39.29376602172852,20.880613327026367,75.25643716352927,30.0,313.0,50.0,306.0,60.0,344.0,40.0,350.0,1620,1118,GoogleEarth,0.254614338275,0.0004499878530886,1.8818300691804624,P0420__x0_y0,15,0,0,1024,1.0,815.0,30.0,313.0,50.0,306.0,60.0,344.0,40.0,350.0,2,0.0,0.0,-1,30.0,0.029296875,0.0439453125,0.000777244567871,1.0584255330285677,16,False,0,0,0,0,petit,75-90,0.0005035400390625,0.5637128664040288,0.4173447250685675,0.0901946684867524,0.629432645339105,-0.327150056581815,-0.38219953005973084,Q2
val,P0420,3,val:P0420:3,harbor,7,0,859.0,62.0,55.0,71.0633544921875,11.40175437927246,40.42607874009914,214.0,509.0,206.0,519.0,152.0,473.0,159.0,464.0,1620,1118,GoogleEarth,0.254614338275,0.000474281675832,6.232668423499403,P0420__x0_y0,1,0,0,1024,1.0,859.0,214.0,509.0,206.0,519.0,152.0,473.0,159.0,464.0,2,0.4032380282878876,0.4264204502105713,0,152.0,0.1484375,0.178466796875,0.0008192062377929,1.9786080446346088,16,False,0,1,0,0,petit,30-45,0.0005035400390625,0.05,0.282599095798662,0.2344596042032587,0.249333240824241,-0.0481394915954032,-0.10359647403111247,Q4
val,P0420,4,val:P0420:4,harbor,7,0,1242.5,56.0,105.0,111.89280700683594,11.180339813232422,65.77225468204583,342.0,456.0,331.0,459.0,286.0,359.0,296.0,354.0,1620,1118,GoogleEarth,0.254614338275,0.0006860244263345,10.007996972901118,P0420__x0_y0,2,0,0,1024,1.0,1242.5,342.0,456.0,331.0,459.0,286.0,359.0,296.0,354.0,2,0.0,0.4019057750701904,1,286.0,0.279296875,0.306396484375,0.0011849403381347,2.398622006200136,16,False,0,0,0,0,moyen,60-75,0.0005035400390625,0.05,0.2412785521052104,0.2693255808150442,0.2820244519784763,0.0280470287098338,-0.035718694052284825,Q4
val,P0420,5,val:P0420:5,harbor,7,0,8512.0,122.0,152.0,141.82383728027344,57.706153869628906,61.80869162620685,441.0,401.0,386.0,431.0,319.0,306.0,370.0,279.0,1620,1118,GoogleEarth,0.254614338275,0.0046997504361845,2.457689999591468,P0420__x0_y0,3,0,0,1024,1.0,8512.0,441.0,401.0,386.0,431.0,319.0,306.0,370.0,279.0,2,0.6221600770950317,0.3690816462039947,2,279.0,0.2724609375,0.345947265625,0.00811767578125,1.2406007359294868,16,False,0,1,1,1,grand,60-75,0.0005035400390625,0.05,0.3047839528914944,0.1973682816818959,-0.8392220365869728,-0.1074156712095985,-0.12664912254038854,Q4
val,P0420,6,val:P0420:6,harbor,7,0,5614.5,100.0,119.0,106.32967376708984,52.15361785888672,57.82134379339891,573.0,331.0,529.0,359.0,473.0,270.0,518.0,240.0,1620,1118,GoogleEarth,0.254614338275,0.0030999469952958,2.0387784804265845,P0420__x0_y0,4,0,0,1024,1.0,5614.5,573.0,331.0,529.0,359.0,473.0,270.0,518.0,240.0,2,0.0,0.2574077248573303,5,240.0,0.234375,0.29296875,0.0053544044494628,1.111455619019441,16,False,0,0,0,0,grand,45-60,0.0005035400390625,0.05,0.3116047760481858,0.1430337061619382,0.1594339575328953,-0.1685710698862476,-0.1388184335629801,Q3
val,P0420,7,val:P0420:7,swimming-pool,14,0,1497.0,57.0,57.0,51.62363815307617,29.0,44.21517539700812,728.0,22.0,765.0,58.0,745.0,79.0,708.0,43.0,1620,1118,GoogleEarth,0.254614338275,0.0008265421056118,1.7801254535543507,P0420__x0_y0,5,0,0,1024,1.0,1497.0,728.0,22.0,765.0,58.0,745.0,79.0,708.0,43.0,2,0.0,0.0,-1,22.0,0.021484375,0.04931640625,0.0014276504516601,1.0224960538621692,16,False,0,0,0,0,moyen,30-45,0.0005035400390625,0.567032256326019,0.4255026652663696,0.0859089117824588,0.6431645962622714,-0.3395937534839108,-0.32723363286912305,Q2
val,P0420,8,val:P0420:8,harbor,7,0,5733.0,120.0,110.0,112.29425811767578,49.57822036743164,40.99219545762767,1179.0,150.0,1143.0,189.0,1059.0,116.0,1092.0,79.0,1620,1118,GoogleEarth,0.254614338275,0.0031653746770025,2.264991709775909,P0420__x596_y0,3,596,0,1024,1.0,5733.0,583.0,150.0,547.0,189.0,463.0,116.0,496.0,79.0,1,0.6764693260192871,0.3165774345397949,3,79.0,0.0771484375,0.13037109375,0.005467414855957,1.1832572236060006,13,False,0,1,1,1,grand,30-45,0.0005035400390625,0.05,0.2341019636286131,0.088317107572275,-0.95199331539464,-0.145784856056338,-0.20878230293750633,Q3
val,P0420,9,val:P0420:9,harbor,7,0,6882.0,68.0,133.0,127.76932525634766,54.33230972290039,83.55839990066497,1366.0,172.0,1312.0,163.0,1326.0,39.0,1380.0,45.0,1620,1118,GoogleEarth,0.254614338275,0.0037997747300072,2.3516269768022484,P0420__x596_y0,4,596,0,1024,1.0,6882.0,770.0,172.0,716.0,163.0,730.0,39.0,784.0,45.0,1,0.0,0.4954274892807007,0,39.0,0.0380859375,0.102294921875,0.0065631866455078,1.209445892657126,13,False,0,0,0,0,grand,75-90,0.0005035400390625,0.05,0.4447521731735221,0.1057404407146672,0.1291484498290631,-0.3390117324588549,-0.40612235772099065,Q2
val,P0613,0,val:P0613:0,harbor,7,0,5478.0,135.0,134.0,157.0350341796875,33.42155075073242,43.451842301022026,880.0,720.0,853.0,694.0,967.0,586.0,988.0,612.0,1177,875,GoogleEarth,0.254913273871,0.0053190921228304,4.698616032239202,P0613__x0_y0,0,0,0,1024,1.0,5478.0,880.0,720.0,853.0,694.0,967.0,586.0,988.0,612.0,1,0.7455780506134033,0.2678937315940857,6,36.0,0.03515625,0.099609375,0.0052242279052734,1.7402233439979382,6,False,0,1,1,1,grand,30-45,0.0005035400390625,0.05,0.2334842919205638,0.2958516245829383,-0.7444913074212426,0.0623673326623745,0.3180450306670013,Q4
val,P0613,1,val:P0613:1,harbor,7,0,2750.5,107.0,109.0,132.943603515625,20.51828384399414,45.30970389995883,750.0,549.0,736.0,533.0,828.0,440.0,843.0,454.0,1177,875,GoogleEarth,0.254913273871,0.0026707124651049,6.47927499816407,P0613__x0_y0,1,0,0,1024,1.0,2750.5,750.0,549.0,736.0,533.0,828.0,440.0,843.0,454.0,1,0.4080868363380432,0.2619317173957824,7,181.0,0.1767578125,0.229248046875,0.0026230812072753,2.0121358619096825,6,False,0,1,0,0,moyen,45-60,0.0005035400390625,0.05,0.1920947356531509,0.301322937918177,0.3114331871630796,0.109228202265026,0.2717013611049897,Q4
val,P0613,2,val:P0613:2,harbor,7,0,3178.0,118.0,118.0,146.37281799316406,21.931713104248047,44.723210947822224,618.0,417.0,602.0,402.0,706.0,299.0,720.0,316.0,1177,875,GoogleEarth,0.254913273871,0.0030858113848768,6.674025749717312,P0613__x0_y0,2,0,0,1024,1.0,3178.0,618.0,417.0,602.0,402.0,706.0,299.0,720.0,316.0,1,0.4515884518623352,0.2731702327728271,5,299.0,0.2919921875,0.35009765625,0.003030776977539,2.0378413472683508,6,False,0,1,0,0,grand,30-45,0.0005035400390625,0.05,0.1958272879640069,0.2978606197471207,0.3081673191136473,0.1020333317831137,0.24008570170985052,Q4
val,P0613,3,val:P0613:3,harbor,7,0,2296.0,88.0,84.0,99.03534698486328,22.627416610717773,42.51044707800085,486.0,274.0,470.0,256.0,542.0,190.0,558.0,206.0,1177,875,GoogleEarth,0.254913273871,0.0022293967714528,4.376785414290462,P0613__x0_y0,3,0,0,1024,1.0,2296.0,486.0,274.0,470.0,256.0,542.0,190.0,558.0,206.0,1,0.5024179220199585,0.3329752683639526,3,190.0,0.185546875,0.22607421875,0.0021896362304687,1.6820906889580036,6,False,0,1,1,0,moyen,30-45,0.0005035400390625,0.05,0.2338729361745394,0.3053741702976011,-0.7349483067458442,0.0715012341230617,0.31316525010881446,Q4
val,P0613,4,val:P0613:4,harbor,7,0,808.5,56.0,63.0,73.75635528564453,10.630146026611328,49.39870535499554,431.0,190.0,422.0,183.0,470.0,127.0,478.0,134.0,1177,875,GoogleEarth,0.254913273871,0.0007850467289719,6.938414119712384,P0613__x0_y0,4,0,0,1024,1.0,808.5,431.0,190.0,422.0,183.0,470.0,127.0,478.0,134.0,1,0.2465870678424835,0.4315575063228607,2,127.0,0.1240234375,0.15478515625,0.0007710456848144,2.071713522276041,6,False,0,0,0,0,petit,45-60,0.0005035400390625,0.05,0.1727035731514525,0.3020723490343934,0.3111620107792067,0.1293687758829409,0.2748110710246225,Q4
val,P0613,5,val:P0613:5,harbor,7,0,3430.0,133.0,140.0,174.09193420410156,17.69180679321289,47.32781508904117,115.0,184.0,102.0,172.0,220.0,44.0,235.0,60.0,1177,875,GoogleEarth,0.254913273871,0.0033305012744265,9.84025748409645,P0613__x0_y0,5,0,0,1024,1.0,3430.0,115.0,184.0,102.0,172.0,220.0,44.0,235.0,60.0,1,0.0,0.4837639331817627,0,44.0,0.04296875,0.1123046875,0.0032711029052734,2.383266748874828,6,False,0,0,0,0,grand,45-60,0.0005035400390625,0.05,0.1579104239544897,0.2930283511485776,0.3013394260935508,0.1351179271940878,0.26661695359680543,Q4
val,P0615,0,val:P0615:0,harbor,7,0,5360.5,185.0,133.0,204.1665954589844,24.698177337646484,33.53330791845653,959.0,1411.0,946.0,1390.0,1115.0,1278.0,1131.0,1301.0,1357,1419,GoogleEarth,0.263948238086,0.0027838322212026,8.266464066066165,P0615__x333_y395,0,333,395,1024,1.0,5360.5,626.0,1016.0,613.0,995.0,782.0,883.0,798.0,906.0,1,0.0,0.3194108307361603,2,8.0,0.0078125,0.072265625,0.0051121711730957,2.22640186841532,5,False,0,0,0,0,grand,30-45,0.0005035400390625,0.05,0.1797379350183712,0.2854043925371381,0.2948642838538945,0.1056664575187668,0.2756018951108661,Q4
val,P0615,1,val:P0615:1,harbor,7,0,11449.5,222.0,164.0,231.71749877929688,49.39635467529297,31.688980831132767,847.0,1197.0,822.0,1154.0,1018.0,1033.0,1044.0,1075.0,1357,1419,GoogleEarth,0.263948238086,0.0059459914218187,4.690983784177846,P0615__x333_y395,1,333,395,1024,1.0,11449.5,514.0,802.0,489.0,759.0,685.0,638.0,711.0,680.0,1,0.5118137001991272,0.4382969737052917,0,222.0,0.216796875,0.297119140625,0.0109190940856933,1.7388831302368266,5,False,0,1,1,0,grand,30-45,0.0005035400390625,0.05,0.2273072721929483,0.2822024393533663,-0.7584655989522681,0.0548951671604179,0.3288510425353724,Q4
val,P0615,2,val:P0615:2,harbor,7,0,3682.5,104.0,89.0,102.2007827758789,35.0,36.64564916462032,890.0,1052.0,869.0,1024.0,951.0,963.0,973.0,993.0,1357,1419,GoogleEarth,0.263948238086,0.0019124078266166,2.920022365025112,P0615__x333_y395,2,333,395,1024,1.0,3682.5,557.0,657.0,536.0,629.0,618.0,568.0,640.0,598.0,2,0.5037118792533875,0.3973394632339477,1,367.0,0.3583984375,0.4013671875,0.003511905670166,1.3660973591496446,5,False,0,1,1,0,grand,30-45,0.0005035400390625,0.05,0.2795810423052304,0.2290260784286366,-0.8088907088184565,-0.0505549638765938,-0.2620178329834608,Q2
val,P0615,3,val:P0615:3,harbor,7,0,4444.0,183.0,136.0,208.3314666748047,20.24845695495605,34.83430512045732,662.0,938.0,651.0,921.0,822.0,802.0,834.0,821.0,1357,1419,GoogleEarth,0.263948238086,0.0023078724729082,10.288757663769193,P0615__x333_y395,3,333,395,1024,1.0,4444.0,329.0,543.0,318.0,526.0,489.0,407.0,501.0,426.0,2,0.0,0.0,-1,318.0,0.310546875,0.399658203125,0.0042381286621093,2.4238073334681856,5,False,0,0,0,0,grand,30-45,0.0005035400390625,0.05,0.1856370408692447,0.283262984477775,0.2930333550498405,0.0976259436085302,0.20714476310472213,Q4
val,P0615,4,val:P0615:4,harbor,7,0,8202.0,165.0,132.0,168.3597412109375,49.40647888183594,33.12373559624041,516.0,658.0,487.0,618.0,628.0,526.0,652.0,570.0,1357,1419,GoogleEarth,0.263948238086,0.0042594892040488,3.407645009748593,P0615__x0_y0,2,0,0,1024,1.0,8202.0,516.0,658.0,487.0,618.0,628.0,526.0,652.0,570.0,2,0.0,0.0,-1,366.0,0.357421875,0.4208984375,0.007822036743164,1.4833405354290117,6,False,0,0,0,0,grand,30-45,0.0005035400390625,0.05,0.277852801865261,0.2633252805311573,0.2779491122082763,-0.0145275213341037,-0.15015561400470934,Q3
val,P0615,5,val:P0615:5,swimming-pool,14,0,1795.0,59.0,67.0,62.68173599243164,28.301942825317383,56.05641298024819,657.0,327.0,681.0,308.0,716.0,360.0,692.0,375.0,1357,1419,GoogleEarth,0.263948238086,0.0009321852135171,2.2147502869082176,P0615__x0_y0,3,0,0,1024,1.0,1795.0,657.0,327.0,681.0,308.0,716.0,360.0,692.0,375.0,1,0.0,0.0,-1,308.0,0.30078125,0.32958984375,0.0017118453979492,1.1677496834158505,6,False,0,0,0,0,moyen,45-60,0.0005035400390625,0.3934797430228928,0.3458029498607174,0.1175475246349575,0.3418870323142355,-0.2282554252257599,-0.3999652411012127,Q2
val,P0615,6,val:P0615:6,harbor,7,0,6387.0,178.0,163.0,213.35650634765625,29.4108829498291,41.00908690157021,292.0,455.0,271.0,432.0,432.0,292.0,449.0,316.0,1357,1419,GoogleEarth,0.263948238086,0.0033169175257571,7.254338698760351,P0615__x0_y0,4,0,0,1024,1.0,6387.0,292.0,455.0,271.0,432.0,432.0,292.0,449.0,316.0,1,0.0,0.0,-1,271.0,0.2646484375,0.3525390625,0.0060911178588867,2.110738964988177,6,False,0,0,0,0,grand,30-45,0.0005035400390625,0.05,0.1832302786399066,0.2763272337216973,0.2859709325974818,0.0930969550817906,0.24600821268328948,Q4
val,P0615,7,val:P0615:7,harbor,7,0,13890.0,256.0,218.0,290.0241394042969,45.45327377319336,39.12260739335687,160.0,383.0,131.0,348.0,356.0,165.0,387.0,205.0,1357,1419,GoogleEarth,0.263948238086,0.0072133997859349,6.380709579941022,P0615__x0_y0,5,0,0,1024,1.0,13890.0,160.0,383.0,131.0,348.0,356.0,165.0,387.0,205.0,1,0.0,0.0,-1,131.0,0.1279296875,0.25244140625,0.0132465362548828,1.998869783033857,6,False,0,0,0,0,grand,30-45,0.0005035400390625,0.05,0.1838441388931524,0.2779329465808834,0.2876089538910494,0.094088807687731,0.26772132571204066,Q4
val,P0749,0,val:P0749:0,small-vehicle,10,1,762.5,45.0,39.0,42.8018684387207,17.029386520385742,34.077195280130724,736.0,726.0,725.0,739.0,691.0,716.0,702.0,700.0,1439,824,GoogleEarth,0.129898266708,0.0006430605126267,2.51341223522544,P0749__x0_y0,0,0,0,1024,1.0,762.5,736.0,726.0,725.0,739.0,691.0,716.0,702.0,700.0,2,0.6659584045410156,0.5340607762336731,1,285.0,0.2783203125,0.296630859375,0.0007271766662597,1.2565877120369862,35,False,0,1,1,1,petit,30-45,0.0005035400390625,0.2685748512747962,0.5293882848558693,0.2200665221670537,-0.9527392278448288,-0.3093217626888156,-0.07527601749418629,Q4
val,P0749,1,val:P0749:1,ship,1,0,783.0,27.0,45.0,42.95346450805664,18.24828720092773,77.9052429229879,192.0,60.0,174.0,57.0,183.0,15.0,201.0,18.0,1439,824,GoogleEarth,0.129898266708,0.0006603493526383,2.353835405761967,P0749__x0_y0,1,0,0,1024,1.0,783.0,192.0,60.0,174.0,57.0,183.0,15.0,201.0,18.0,1,0.0,0.0,-1,15.0,0.0146484375,0.03662109375,0.000746726989746,1.2101045881843162,35,False,0,0,0,0,petit,75-90,0.0005035400390625,0.2229976247684407,0.4534668298859847,0.1954640687202052,0.3256078484553871,-0.2580027611657794,-0.18906216700144127,Q3
val,P0749,10,val:P0749:10,ship,1,0,862.0,33.0,51.0,49.97999572753906,17.0880069732666,71.56505117707799,277.0,103.0,261.0,97.0,276.0,52.0,294.0,56.0,1439,824,GoogleEarth,0.129898266708,0.0007269746385367,2.924858106959487,P0749__x0_y0,7,0,0,1024,1.0,862.0,277.0,103.0,261.0,97.0,276.0,52.0,294.0,56.0,1,0.0,0.0,-1,52.0,0.05078125,0.0751953125,0.0008220672607421,1.367330199487781,35,False,0,0,0,0,petit,60-75,0.0005035400390625,0.1786576545930703,0.4631723955724448,0.3306684417643327,0.4314172882446991,-0.1325039538081121,-0.17401234790019188,Q3
val,P0749,11,val:P0749:11,ship,1,0,2094.0,48.0,76.0,71.56814575195312,28.861740112304688,73.37924308610795,243.0,112.0,214.0,103.0,234.0,36.0,262.0,43.0,1439,824,GoogleEarth,0.129898266708,0.0017659917553317,2.47968921740243,P0749__x0_y0,8,0,0,1024,1.0,2094.0,243.0,112.0,214.0,103.0,234.0,36.0,262.0,43.0,1,0.0,0.0,-1,36.0,0.03515625,0.07177734375,0.0019969940185546,1.246942984454294,35,False,0,0,0,0,moyen,60-75,0.0005035400390625,0.2096751678721341,0.4557696526355108,0.2905503049030749,0.4114671413006865,-0.1652193477324359,-0.1705031381505451,Q3
val,P0749,12,val:P0749:12,ship,1,0,1001.5,33.0,52.0,49.04079818725586,19.92485809326172,73.4126614430726,125.0,140.0,104.0,135.0,118.0,88.0,137.0,94.0,1439,824,GoogleEarth,0.129898266708,0.0008446230864205,2.4612872000248123,P0749__x0_y0,9,0,0,1024,1.0,1001.5,125.0,140.0,104.0,135.0,118.0,88.0,137.0,94.0,1,0.7438687086105347,0.5179756879806519,3,88.0,0.0859375,0.111572265625,0.0009551048278808,1.2416405430147452,35,False,0,1,1,1,moyen,60-75,0.0005035400390625,0.2132269842793424,0.4599975433668332,0.2914764212689006,-0.8548721354693591,-0.1685211220979325,-0.17735011534141346,Q3
val,P0749,13,val:P0749:13,ship,1,0,914.5,23.0,47.0,46.09772109985352,20.02498435974121,86.18592516570965,119.0,56.0,99.0,54.0,102.0,9.0,122.0,10.0,1439,824,GoogleEarth,0.129898266708,0.0007712509361274,2.302010342266717,P0749__x0_y0,10,0,0,1024,1.0,914.5,119.0,56.0,99.0,54.0,102.0,9.0,122.0,10.0,1,0.7792763710021973,0.4143086373806,7,9.0,0.0087890625,0.031494140625,0.0008721351623535,1.194531477614993,35,False,0,1,1,1,petit,75-90,0.0005035400390625,0.2376407950090092,0.6829778460937096,0.2567431357405338,-0.8420782547490708,-0.4262347103531757,-0.26798068858566404,Q2
val,P0749,14,val:P0749:14,ship,1,0,1548.0,44.0,66.0,61.35144805908203,25.29822158813477,70.97439396243131,1291.0,402.0,1315.0,410.0,1295.0,468.0,1271.0,458.0,1439,824,GoogleEarth,0.129898266708,0.0013055182603884,2.425128890793524,P0749__x415_y0,8,415,0,1024,1.0,1548.0,876.0,402.0,900.0,410.0,880.0,468.0,856.0,458.0,1,0.8216012716293335,0.2873055636882782,6,124.0,0.12109375,0.142578125,0.0014762878417968,1.2311391033545835,34,False,0,1,1,1,moyen,60-75,0.0005035400390625,0.2126506574228672,0.4587060781629917,0.2783762649928649,-0.8678186984281728,-0.1803298131701268,-0.1622861973013189,Q3
val,P0749,15,val:P0749:15,ship,1,0,960.0,20.0,51.0,51.009803771972656,19.0,88.8542371618249,60.0,68.0,41.0,67.0,42.0,17.0,61.0,17.0,1439,824,GoogleEarth,0.129898266708,0.0008096237273727,2.68472651431435,P0749__x0_y0,11,0,0,1024,1.0,960.0,60.0,68.0,41.0,67.0,42.0,17.0,61.0,17.0,1,0.753198504447937,0.4720436334609985,6,17.0,0.0166015625,0.041259765625,0.00091552734375,1.3041963069616125,35,False,0,1,1,1,petit,75-90,0.0005035400390625,0.2119820635816561,0.7201830307544933,0.4403069921748934,-0.6349656327547217,-0.2798760385795999,-0.18289256845963967,Q3
val,P0749,16,val:P0749:16,harbor,7,0,15018.5,133.0,202.0,186.6815490722656,77.49193572998047,73.50653756799237,1364.0,432.0,1438.0,455.0,1385.0,634.0,1305.0,606.0,1439,824,GoogleEarth,0.129898266708,0.0126659728641114,2.4090448549737458,P0749__x415_y0,9,415,0,1024,1.0,15018.5,949.0,432.0,1023.0,455.0,970.0,634.0,890.0,606.0,1,0.0,0.0,-1,1.0,0.0009765625,0.064453125,0.0143227577209472,1.2264321508790432,34,False,0,0,0,0,grand,60-75,0.0005035400390625,0.05,0.2796841705095643,0.2065227648094305,0.2212429843099339,-0.0731614057001337,-0.15802168588113952,Q3
val,P0749,17,val:P0749:17,harbor,7,0,4835.0,86.0,183.0,184.1140899658203,24.698177337646484,70.97439396243131,1275.0,397.0,1298.0,406.0,1238.0,580.0,1212.0,570.0,1439,824,GoogleEarth,0.129898266708,0.0040776361685906,7.454561826519169,P0749__x415_y0,10,415,0,1024,1.0,4835.0,860.0,397.0,883.0,406.0,823.0,580.0,797.0,570.0,1,0.0,0.0,-1,141.0,0.1376953125,0.178955078125,0.0046110153198242,2.1347061568230195,34,False,0,0,0,0,grand,60-75,0.0005035400390625,0.05,0.2101905821787523,0.3344692093977411,0.3455318716176754,0.1242786272189888,0.24015966949393724,Q4
val,P0749,18,val:P0749:18,harbor,7,0,9294.5,103.0,188.0,180.9364471435547,50.28916549682617,72.96711550611938,1181.0,367.0,1229.0,382.0,1176.0,555.0,1126.0,537.0,1439,824,GoogleEarth,0.129898266708,0.0078385913896516,3.597921050310009,P0749__x415_y0,11,415,0,1024,1.0,9294.5,766.0,367.0,814.0,382.0,761.0,555.0,711.0,537.0,1,0.0,0.0,-1,210.0,0.205078125,0.2548828125,0.0088639259338378,1.5256042557520817,34,False,0,0,0,0,grand,60-75,0.0005035400390625,0.05,0.2919398525135747,0.3193400852300976,0.3347053406255489,0.0274002327165229,-0.118082156958694,Q4
val,P0749,19,val:P0749:19,harbor,7,0,14035.5,131.0,199.0,182.78402709960932,77.49193572998047,71.0580221161632,1096.0,334.0,1168.0,364.0,1110.0,533.0,1037.0,507.0,1439,824,GoogleEarth,0.129898266708,0.0118369519016037,2.358749015336482,P0749__x415_y0,12,415,0,1024,1.0,14035.5,681.0,334.0,753.0,364.0,695.0,533.0,622.0,507.0,1,0.0,0.0,-1,271.0,0.2646484375,0.328369140625,0.0133852958679199,1.2115685877838387,34,False,0,0,0,0,grand,60-75,0.0005035400390625,0.05,0.3258291425156951,0.1389719872909021,0.1561208895285702,-0.186857155224793,-0.2124017956721334,Q3
val,P0749,2,val:P0749:2,ship,1,0,1076.0,37.0,57.0,54.424259185791016,19.697715759277344,70.86635679409451,1123.0,459.0,1105.0,451.0,1122.0,402.0,1142.0,408.0,1439,824,GoogleEarth,0.129898266708,0.0009074532610969,2.7629731208887995,P0749__x415_y0,1,415,0,1024,1.0,1076.0,708.0,459.0,690.0,451.0,707.0,402.0,727.0,408.0,1,0.0,0.0,-1,297.0,0.2900390625,0.30859375,0.0010261535644531,1.325209368585204,34,False,0,0,0,0,moyen,60-75,0.0005035400390625,0.1975054243267498,0.4770081927789394,0.3085804658224794,0.4259790232433841,-0.16842772695646,-0.17763052035914184,Q3
val,P0749,20,val:P0749:20,harbor,7,0,21066.0,168.0,209.0,183.73077392578125,115.76700592041016,71.4640005243328,927.0,277.0,1036.0,316.0,979.0,486.0,868.0,451.0,1439,824,GoogleEarth,0.129898266708,0.0177661806675347,1.5870737302482902,P0749__x415_y0,13,415,0,1024,1.0,21066.0,512.0,277.0,621.0,316.0,564.0,486.0,453.0,451.0,2,0.0,0.0,-1,277.0,0.2705078125,0.37353515625,0.020090103149414,0.9505274030870168,34,False,0,0,0,0,grand,60-75,0.0005035400390625,0.05,0.3365920034100099,0.1233558295397799,0.1410711981403068,-0.2132361738702299,-0.3588229760601946,Q2
val,P0749,21,val:P0749:21,harbor,7,0,12327.0,126.0,191.0,180.3607482910156,66.73080444335938,70.7552707601671,847.0,247.0,910.0,269.0,851.0,438.0,784.0,416.0,1439,824,GoogleEarth,0.129898266708,0.0103960746742951,2.702810940097456,P0749__x415_y0,14,415,0,1024,1.0,12327.0,432.0,247.0,495.0,269.0,436.0,438.0,369.0,416.0,2,0.0,0.0,-1,247.0,0.2412109375,0.33447265625,0.0117559432983398,1.3090922447537772,34,False,0,0,0,0,grand,60-75,0.0005035400390625,0.05,0.3235750782707177,0.2428695145705988,0.259899781848005,-0.0807055637001189,-0.1644136574757533,Q3
